id,category,value
1363,CategoryA,150
1364,CategoryC,300
1365,CategoryB,250
1366,CategoryA,180
1367,CategoryC,220
1368,CategoryB,190
1369,CategoryA,210
1370,CategoryC,160
1371,CategoryA,100
1372,CategoryB,200
1373,CategoryA,150
1374,CategoryC,300
1375,CategoryB,250
1376,CategoryA,180
1377,CategoryC,220
1378,CategoryB,190
1379,CategoryA,210
1380,CategoryC,160
1381,CategoryA,100
1382,CategoryB,200
1383,CategoryA,150
1384,CategoryC,300
1385,CategoryB,250
1386,CategoryA,180
1387,CategoryC,220
1388,CategoryB,190
1389,CategoryA,210
1390,CategoryC,160
1391,CategoryA,100
1392,CategoryB,200
1393,CategoryA,150
1394,CategoryC,300
1395,CategoryB,250
1396,CategoryA,180
1397,CategoryC,220
1398,CategoryB,190
1399,CategoryA,210
1400,CategoryC,160
1401,CategoryA,100
1402,CategoryB,200
1403,CategoryA,150
1404,CategoryC,300
1405,CategoryB,250
1406,CategoryA,180
1407,CategoryC,220
1408,CategoryB,190
1409,CategoryA,210
1410,CategoryC,160
1411,CategoryA,100
1412,CategoryB,200
1413,CategoryA,150
1414,CategoryC,300
1415,CategoryB,250
1416,CategoryA,180
1417,CategoryC,220
1418,CategoryB,190
1419,CategoryA,210
1420,CategoryC,160
1421,CategoryA,100
1422,CategoryB,200
1423,CategoryA,150
1424,CategoryC,300
1425,CategoryB,250
1426,CategoryA,180
1427,CategoryC,220
1428,CategoryB,190
1429,CategoryA,210
1430,CategoryC,160
1431,CategoryA,100
1432,CategoryB,200
1433,CategoryA,150
1434,CategoryC,300
1435,CategoryB,250
1436,CategoryA,180
1437,CategoryC,220
1438,CategoryB,190
1439,CategoryA,210
1440,CategoryC,160
1441,CategoryA,100
1442,CategoryB,200
1443,CategoryA,150
1444,CategoryC,300
1445,CategoryB,250
1446,CategoryA,180
1447,CategoryC,220
1448,CategoryB,190
1449,CategoryA,210
1450,CategoryC,160
1451,CategoryA,100
1452,CategoryB,200
1453,CategoryA,150
1454,CategoryC,300
1455,CategoryB,250
1456,CategoryA,180
1457,CategoryC,220
1458,CategoryB,190
1459,CategoryA,210
1460,CategoryC,160
1461,CategoryA,100
1462,CategoryB,200
1463,CategoryA,150
1464,CategoryC,300
1465,CategoryB,250
1466,CategoryA,180
1467,CategoryC,220
1468,CategoryB,190
1469,CategoryA,210
1470,CategoryC,160
1471,CategoryA,100
1472,CategoryB,200
1473,CategoryA,150
1474,CategoryC,300
1475,CategoryB,250
1476,CategoryA,180
1477,CategoryC,220
1478,CategoryB,190
1479,CategoryA,210
1480,CategoryC,160
1481,CategoryA,100
1482,CategoryB,200
1483,CategoryA,150
1484,CategoryC,300
1485,CategoryB,250
1486,CategoryA,180
1487,CategoryC,220
1488,CategoryB,190
1489,CategoryA,210
1490,CategoryC,160
1491,CategoryA,100
1492,CategoryB,200
1493,CategoryA,150
1494,CategoryC,300
1495,CategoryB,250
1496,CategoryA,180
1497,CategoryC,220
1498,CategoryB,190
1499,CategoryA,210
1500,CategoryC,160
1501,CategoryA,100
1502,CategoryB,200
1503,CategoryA,150
1504,CategoryC,300
1505,CategoryB,250
1506,CategoryA,180
1507,CategoryC,220
1508,CategoryB,190
1509,CategoryA,210
1510,CategoryC,160
1511,CategoryA,100
1512,CategoryB,200
1513,CategoryA,150
1514,CategoryC,300
1515,CategoryB,250
1516,CategoryA,180
1517,CategoryC,220
1518,CategoryB,190
1519,CategoryA,210
1520,CategoryC,160
1521,CategoryA,100
1522,CategoryB,200
1523,CategoryA,150
1524,CategoryC,300
1525,CategoryB,250
1526,CategoryA,180
1527,CategoryC,220
1528,CategoryB,190
1529,CategoryA,210
1530,CategoryC,160
1531,CategoryA,100
1532,CategoryB,200
1533,CategoryA,150
1534,CategoryC,300
1535,CategoryB,250
1536,CategoryA,180
1537,CategoryC,220
1538,CategoryB,190
1539,CategoryA,210
1540,CategoryC,160
1541,CategoryA,100
1542,CategoryB,200
1543,CategoryA,150
1544,CategoryC,300
1545,CategoryB,250
1546,CategoryA,180
1547,CategoryC,220
1548,CategoryB,190
1549,CategoryA,210
1550,CategoryC,160
1551,CategoryA,100
1552,CategoryB,200
1553,CategoryA,150
1554,CategoryC,300
1555,CategoryB,250
1556,CategoryA,180
1557,CategoryC,220
1558,CategoryB,190
1559,CategoryA,210
1560,CategoryC,160
1561,CategoryA,100
1562,CategoryB,200
1563,CategoryA,150
1564,CategoryC,300
1565,CategoryB,250
1566,CategoryA,180
1567,CategoryC,220
1568,CategoryB,190
1569,CategoryA,210
1570,CategoryC,160
1571,CategoryA,100
1572,CategoryB,200
1573,CategoryA,150
1574,CategoryC,300
1575,CategoryB,250
1576,CategoryA,180
1577,CategoryC,220
1578,CategoryB,190
1579,CategoryA,210
1580,CategoryC,160
1581,CategoryA,100
1582,CategoryB,200
1583,CategoryA,150
1584,CategoryC,300
1585,CategoryB,250
1586,CategoryA,180
1587,CategoryC,220
1588,CategoryB,190
1589,CategoryA,210
1590,CategoryC,160
1591,CategoryA,100
1592,CategoryB,200
1593,CategoryA,150
1594,CategoryC,300
1595,CategoryB,250
1596,CategoryA,180
1597,CategoryC,220
1598,CategoryB,190
1599,CategoryA,210
1600,CategoryC,160
1601,CategoryA,100
1602,CategoryB,200
1603,CategoryA,150
1604,CategoryC,300
1605,CategoryB,250
1606,CategoryA,180
1607,CategoryC,220
1608,CategoryB,190
1609,CategoryA,210
1610,CategoryC,160
1611,CategoryA,100
1612,CategoryB,200
1613,CategoryA,150
1614,CategoryC,300
1615,CategoryB,250
1616,CategoryA,180
1617,CategoryC,220
1618,CategoryB,190
1619,CategoryA,210
1620,CategoryC,160
1621,CategoryA,100
1622,CategoryB,200
1623,CategoryA,150
1624,CategoryC,300
1625,CategoryB,250
1626,CategoryA,180
1627,CategoryC,220
1628,CategoryB,190
1629,CategoryA,210
1630,CategoryC,160
1631,CategoryA,100
1632,CategoryB,200
1633,CategoryA,150
1634,CategoryC,300
1635,CategoryB,250
1636,CategoryA,180
1637,CategoryC,220
1638,CategoryB,190
1639,CategoryA,210
1640,CategoryC,160
1641,CategoryA,100
1642,CategoryB,200
1643,CategoryA,150
1644,CategoryC,300
1645,CategoryB,250
1646,CategoryA,180
1647,CategoryC,220
1648,CategoryB,190
1649,CategoryA,210
1650,CategoryC,160
1651,CategoryA,100
1652,CategoryB,200
1653,CategoryA,150
1654,CategoryC,300
1655,CategoryB,250
1656,CategoryA,180
1657,CategoryC,220
1658,CategoryB,190
1659,CategoryA,210
1660,CategoryC,160
1661,CategoryA,100
1662,CategoryB,200
1663,CategoryA,150
1664,CategoryC,300
1665,CategoryB,250
1666,CategoryA,180
1667,CategoryC,220
1668,CategoryB,190
1669,CategoryA,210
1670,CategoryC,160
1671,CategoryA,100
1672,CategoryB,200
1673,CategoryA,150
1674,CategoryC,300
1675,CategoryB,250
1676,CategoryA,180
1677,CategoryC,220
1678,CategoryB,190
1679,CategoryA,210
1680,CategoryC,160
1681,CategoryA,100
1682,CategoryB,200
1683,CategoryA,150
1684,CategoryC,300
1685,CategoryB,250
1686,CategoryA,180
1687,CategoryC,220
1688,CategoryB,190
1689,CategoryA,210
1690,CategoryC,160
1691,CategoryA,100
1692,CategoryB,200
1693,CategoryA,150
1694,CategoryC,300
1695,CategoryB,250
1696,CategoryA,180
1697,CategoryC,220
1698,CategoryB,190
1699,CategoryA,210
1700,CategoryC,160
1701,CategoryA,100
1702,CategoryB,200
1703,CategoryA,150
1704,CategoryC,300
1705,CategoryB,250
1706,CategoryA,180
1707,CategoryC,220
1708,CategoryB,190
1709,CategoryA,210
1710,CategoryC,160
1711,CategoryA,100
1712,CategoryB,200
1713,CategoryA,150
1714,CategoryC,300
1715,CategoryB,250
1716,CategoryA,180
1717,CategoryC,220
1718,CategoryB,190
1719,CategoryA,210
1720,CategoryC,160
1721,CategoryA,100
1722,CategoryB,200
1723,CategoryA,150
1724,CategoryC,300
1725,CategoryB,250
1726,CategoryA,180
1727,CategoryC,220
1728,CategoryB,190
1729,CategoryA,210
1730,CategoryC,160
1731,CategoryA,100
1732,CategoryB,200
1733,CategoryA,150
1734,CategoryC,300
1735,CategoryB,250
1736,CategoryA,180
1737,CategoryC,220
1738,CategoryB,190
1739,CategoryA,210
1740,CategoryC,160
1741,CategoryA,100
1742,CategoryB,200
1743,CategoryA,150
1744,CategoryC,300
1745,CategoryB,250
1746,CategoryA,180
1747,CategoryC,220
1748,CategoryB,190
1749,CategoryA,210
1750,CategoryC,160
1751,CategoryA,100
1752,CategoryB,200
1753,CategoryA,150
1754,CategoryC,300
1755,CategoryB,250
1756,CategoryA,180
1757,CategoryC,220
1758,CategoryB,190
1759,CategoryA,210
1760,CategoryC,160
1761,CategoryA,100
1762,CategoryB,200
1763,CategoryA,150
1764,CategoryC,300
1765,CategoryB,250
1766,CategoryA,180
1767,CategoryC,220
1768,CategoryB,190
1769,CategoryA,210
1770,CategoryC,160
1771,CategoryA,100
1772,CategoryB,200
1773,CategoryA,150
1774,CategoryC,300
1775,CategoryB,250
1776,CategoryA,180
1777,CategoryC,220
1778,CategoryB,190
1779,CategoryA,210
1780,CategoryC,160
1781,CategoryA,100
1782,CategoryB,200
1783,CategoryA,150
1784,CategoryC,300
1785,CategoryB,250
1786,CategoryA,180
1787,CategoryC,220
1788,CategoryB,190
1789,CategoryA,210
1790,CategoryC,160
1791,CategoryA,100
1792,CategoryB,200
1793,CategoryA,150
1794,CategoryC,300
1795,CategoryB,250
1796,CategoryA,180
1797,CategoryC,220
1798,CategoryB,190
1799,CategoryA,210
1800,CategoryC,160
1801,CategoryA,100
1802,CategoryB,200
1803,CategoryA,150
1804,CategoryC,300
1805,CategoryB,250
1806,CategoryA,180
1807,CategoryC,220
1808,CategoryB,190
1809,CategoryA,210
1810,CategoryC,160
1811,CategoryA,100
1812,CategoryB,200
1813,CategoryA,150
1814,CategoryC,300
1815,CategoryB,250
1816,CategoryA,180
1817,CategoryC,220
1818,CategoryB,190
1819,CategoryA,210
1820,CategoryC,160
1821,CategoryA,100
1822,CategoryB,200
1823,CategoryA,150
1824,CategoryC,300
1825,CategoryB,250
1826,CategoryA,180
1827,CategoryC,220
1828,CategoryB,190
1829,CategoryA,210
1830,CategoryC,160
1831,CategoryA,100
1832,CategoryB,200
1833,CategoryA,150
1834,CategoryC,300
1835,CategoryB,250
1836,CategoryA,180
1837,CategoryC,220
1838,CategoryB,190
1839,CategoryA,210
1840,CategoryC,160
1841,CategoryA,100
1842,CategoryB,200
1843,CategoryA,150
1844,CategoryC,300
1845,CategoryB,250
1846,CategoryA,180
1847,CategoryC,220
1848,CategoryB,190
1849,CategoryA,210
1850,CategoryC,160
1851,CategoryA,100
1852,CategoryB,200
1853,CategoryA,150
1854,CategoryC,300
1855,CategoryB,250
1856,CategoryA,180
1857,CategoryC,220
1858,CategoryB,190
1859,CategoryA,210
1860,CategoryC,160
1861,CategoryA,100
1862,CategoryB,200
1863,CategoryA,150
1864,CategoryC,300
1865,CategoryB,250
1866,CategoryA,180
1867,CategoryC,220
1868,CategoryB,190
1869,CategoryA,210
1870,CategoryC,160
1871,CategoryA,100
1872,CategoryB,200
1873,CategoryA,150
1874,CategoryC,300
1875,CategoryB,250
1876,CategoryA,180
1877,CategoryC,220
1878,CategoryB,190
1879,CategoryA,210
1880,CategoryC,160
1881,CategoryA,100
1882,CategoryB,200
1883,CategoryA,150
1884,CategoryC,300
1885,CategoryB,250
1886,CategoryA,180
1887,CategoryC,220
1888,CategoryB,190
1889,CategoryA,210
1890,CategoryC,160
1891,CategoryA,100
1892,CategoryB,200
1893,CategoryA,150
1894,CategoryC,300
1895,CategoryB,250
1896,CategoryA,180
1897,CategoryC,220
1898,CategoryB,190
1899,CategoryA,210
1900,CategoryC,160
1901,CategoryA,100
1902,CategoryB,200
1903,CategoryA,150
1904,CategoryC,300
1905,CategoryB,250
1906,CategoryA,180
1907,CategoryC,220
1908,CategoryB,190
1909,CategoryA,210
1910,CategoryC,160
1911,CategoryA,100
1912,CategoryB,200
1913,CategoryA,150
1914,CategoryC,300
1915,CategoryB,250
1916,CategoryA,180
1917,CategoryC,220
1918,CategoryB,190
1919,CategoryA,210
1920,CategoryC,160
1921,CategoryA,100
1922,CategoryB,200
1923,CategoryA,150
1924,CategoryC,300
1925,CategoryB,250
1926,CategoryA,180
1927,CategoryC,220
1928,CategoryB,190
1929,CategoryA,210
1930,CategoryC,160
1931,CategoryA,100
1932,CategoryB,200
1933,CategoryA,150
1934,CategoryC,300
1935,CategoryB,250
1936,CategoryA,180
1937,CategoryC,220
1938,CategoryB,190
1939,CategoryA,210
1940,CategoryC,160
1941,CategoryA,100
1942,CategoryB,200
1943,CategoryA,150
1944,CategoryC,300
1945,CategoryB,250
1946,CategoryA,180
1947,CategoryC,220
1948,CategoryB,190
1949,CategoryA,210
1950,CategoryC,160
1951,CategoryA,100
1952,CategoryB,200
1953,CategoryA,150
1954,CategoryC,300
1955,CategoryB,250
1956,CategoryA,180
1957,CategoryC,220
1958,CategoryB,190
1959,CategoryA,210
1960,CategoryC,160
1961,CategoryA,100
1962,CategoryB,200
1963,CategoryA,150
1964,CategoryC,300
1965,CategoryB,250
1966,CategoryA,180
1967,CategoryC,220
1968,CategoryB,190
1969,CategoryA,210
1970,CategoryC,160
1971,CategoryA,100
1972,CategoryB,200
1973,CategoryA,150
1974,CategoryC,300
1975,CategoryB,250
1976,CategoryA,180
1977,CategoryC,220
1978,CategoryB,190
1979,CategoryA,210
1980,CategoryC,160
1981,CategoryA,100
1982,CategoryB,200
1983,CategoryA,150
1984,CategoryC,300
1985,CategoryB,250
1986,CategoryA,180
1987,CategoryC,220
1988,CategoryB,190
1989,CategoryA,210
1990,CategoryC,160
1991,CategoryA,100
1992,CategoryB,200
1993,CategoryA,150
1994,CategoryC,300
1995,CategoryB,250
1996,CategoryA,180
1997,CategoryC,220
1998,CategoryB,190
1999,CategoryA,210
2000,CategoryC,160
2001,CategoryA,100
2002,CategoryB,200
2003,CategoryA,150
2004,CategoryC,300
2005,CategoryB,250
2006,CategoryA,180
2007,CategoryC,220
2008,CategoryB,190
2009,CategoryA,210
2010,CategoryC,160
2011,CategoryA,100
2012,CategoryB,200
2013,CategoryA,150
2014,CategoryC,300
2015,CategoryB,250
2016,CategoryA,180
2017,CategoryC,220
2018,CategoryB,190
2019,CategoryA,210
2020,CategoryC,160
2021,CategoryA,100
2022,CategoryB,200
2023,CategoryA,150
2024,CategoryC,300
2025,CategoryB,250
2026,CategoryA,180
2027,CategoryC,220
2028,CategoryB,190
2029,CategoryA,210
2030,CategoryC,160
2031,CategoryA,100
2032,CategoryB,200
2033,CategoryA,150
2034,CategoryC,300
2035,CategoryB,250
2036,CategoryA,180
2037,CategoryC,220
2038,CategoryB,190
2039,CategoryA,210
2040,CategoryC,160
2041,CategoryA,100
2042,CategoryB,200
2043,CategoryA,150
2044,CategoryC,300
2045,CategoryB,250
2046,CategoryA,180
2047,CategoryC,220
2048,CategoryB,190
2049,CategoryA,210
2050,CategoryC,160
2051,CategoryA,100
2052,CategoryB,200
2053,CategoryA,150
2054,CategoryC,300
2055,CategoryB,250
2056,CategoryA,180
2057,CategoryC,220
2058,CategoryB,190
2059,CategoryA,210
2060,CategoryC,160
2061,CategoryA,100
2062,CategoryB,200
2063,CategoryA,150
2064,CategoryC,300
2065,CategoryB,250
2066,CategoryA,180
2067,CategoryC,220
2068,CategoryB,190
2069,CategoryA,210
2070,CategoryC,160
2071,CategoryA,100
2072,CategoryB,200
2073,CategoryA,150
2074,CategoryC,300
2075,CategoryB,250
2076,CategoryA,180
2077,CategoryC,220
2078,CategoryB,190
2079,CategoryA,210
2080,CategoryC,160
2081,CategoryA,100
2082,CategoryB,200
2083,CategoryA,150
2084,CategoryC,300
2085,CategoryB,250
2086,CategoryA,180
2087,CategoryC,220
2088,CategoryB,190
2089,CategoryA,210
2090,CategoryC,160
2091,CategoryA,100
2092,CategoryB,200
2093,CategoryA,150
2094,CategoryC,300
2095,CategoryB,250
2096,CategoryA,180
2097,CategoryC,220
2098,CategoryB,190
2099,CategoryA,210
2100,CategoryC,160
2101,CategoryA,100
2102,CategoryB,200
2103,CategoryA,150
2104,CategoryC,300
2105,CategoryB,250
2106,CategoryA,180
2107,CategoryC,220
2108,CategoryB,190
2109,CategoryA,210
2110,CategoryC,160
2111,CategoryA,100
2112,CategoryB,200
2113,CategoryA,150
2114,CategoryC,300
2115,CategoryB,250
2116,CategoryA,180
2117,CategoryC,220
2118,CategoryB,190
2119,CategoryA,210
2120,CategoryC,160
2121,CategoryA,100
2122,CategoryB,200
2123,CategoryA,150
2124,CategoryC,300
2125,CategoryB,250
2126,CategoryA,180
2127,CategoryC,220
2128,CategoryB,190
2129,CategoryA,210
2130,CategoryC,160
2131,CategoryA,100
2132,CategoryB,200
2133,CategoryA,150
2134,CategoryC,300
2135,CategoryB,250
2136,CategoryA,180
2137,CategoryC,220
2138,CategoryB,190
2139,CategoryA,210
2140,CategoryC,160
2141,CategoryA,100
2142,CategoryB,200
2143,CategoryA,150
2144,CategoryC,300
2145,CategoryB,250
2146,CategoryA,180
2147,CategoryC,220
2148,CategoryB,190
2149,CategoryA,210
2150,CategoryC,160
2151,CategoryA,100
2152,CategoryB,200
2153,CategoryA,150
2154,CategoryC,300
2155,CategoryB,250
2156,CategoryA,180
2157,CategoryC,220
2158,CategoryB,190
2159,CategoryA,210
2160,CategoryC,160
2161,CategoryA,100
2162,CategoryB,200
2163,CategoryA,150
2164,CategoryC,300
2165,CategoryB,250
2166,CategoryA,180
2167,CategoryC,220
2168,CategoryB,190
2169,CategoryA,210
2170,CategoryC,160
2171,CategoryA,100
2172,CategoryB,200
2173,CategoryA,150
2174,CategoryC,300
2175,CategoryB,250
2176,CategoryA,180
2177,CategoryC,220
2178,CategoryB,190
2179,CategoryA,210
2180,CategoryC,160
2181,CategoryA,100
2182,CategoryB,200
2183,CategoryA,150
2184,CategoryC,300
2185,CategoryB,250
2186,CategoryA,180
2187,CategoryC,220
2188,CategoryB,190
2189,CategoryA,210
2190,CategoryC,160
2191,CategoryA,100
2192,CategoryB,200
2193,CategoryA,150
2194,CategoryC,300
2195,CategoryB,250
2196,CategoryA,180
2197,CategoryC,220
2198,CategoryB,190
2199,CategoryA,210
2200,CategoryC,160
2201,CategoryA,100
2202,CategoryB,200
2203,CategoryA,150
2204,CategoryC,300
2205,CategoryB,250
2206,CategoryA,180
2207,CategoryC,220
2208,CategoryB,190
2209,CategoryA,210
2210,CategoryC,160
2211,CategoryA,100
2212,CategoryB,200
2213,CategoryA,150
2214,CategoryC,300
2215,CategoryB,250
2216,CategoryA,180
2217,CategoryC,220
2218,CategoryB,190
2219,CategoryA,210
2220,CategoryC,160
2221,CategoryA,100
2222,CategoryB,200
2223,CategoryA,150
2224,CategoryC,300
2225,CategoryB,250
2226,CategoryA,180
2227,CategoryC,220
2228,CategoryB,190
2229,CategoryA,210
2230,CategoryC,160
2231,CategoryA,100
2232,CategoryB,200
2233,CategoryA,150
2234,CategoryC,300
2235,CategoryB,250
2236,CategoryA,180
2237,CategoryC,220
2238,CategoryB,190
2239,CategoryA,210
2240,CategoryC,160
2241,CategoryA,100
2242,CategoryB,200
2243,CategoryA,150
2244,CategoryC,300
2245,CategoryB,250
2246,CategoryA,180
2247,CategoryC,220
2248,CategoryB,190
2249,CategoryA,210
2250,CategoryC,160
2251,CategoryA,100
2252,CategoryB,200
2253,CategoryA,150
2254,CategoryC,300
2255,CategoryB,250
2256,CategoryA,180
2257,CategoryC,220
2258,CategoryB,190
2259,CategoryA,210
2260,CategoryC,160
2261,CategoryA,100
2262,CategoryB,200
2263,CategoryA,150
2264,CategoryC,300
2265,CategoryB,250
2266,CategoryA,180
2267,CategoryC,220
2268,CategoryB,190
2269,CategoryA,210
2270,CategoryC,160
2271,CategoryA,100
2272,CategoryB,200
2273,CategoryA,150
2274,CategoryC,300
2275,CategoryB,250
2276,CategoryA,180
2277,CategoryC,220
2278,CategoryB,190
2279,CategoryA,210
2280,CategoryC,160
2281,CategoryA,100
2282,CategoryB,200
2283,CategoryA,150
2284,CategoryC,300
2285,CategoryB,250
2286,CategoryA,180
2287,CategoryC,220
2288,CategoryB,190
2289,CategoryA,210
2290,CategoryC,160
2291,CategoryA,100
2292,CategoryB,200
2293,CategoryA,150
2294,CategoryC,300
2295,CategoryB,250
2296,CategoryA,180
2297,CategoryC,220
2298,CategoryB,190
2299,CategoryA,210
2300,CategoryC,160
2301,CategoryA,100
2302,CategoryB,200
2303,CategoryA,150
2304,CategoryC,300
2305,CategoryB,250
2306,CategoryA,180
2307,CategoryC,220
2308,CategoryB,190
2309,CategoryA,210
2310,CategoryC,160
2311,CategoryA,100
2312,CategoryB,200
2313,CategoryA,150
2314,CategoryC,300
2315,CategoryB,250
2316,CategoryA,180
2317,CategoryC,220
2318,CategoryB,190
2319,CategoryA,210
2320,CategoryC,160
2321,CategoryA,100
2322,CategoryB,200
2323,CategoryA,150
2324,CategoryC,300
2325,CategoryB,250
2326,CategoryA,180
2327,CategoryC,220
2328,CategoryB,190
2329,CategoryA,210
2330,CategoryC,160
2331,CategoryA,100
2332,CategoryB,200
2333,CategoryA,150
2334,CategoryC,300
2335,CategoryB,250
2336,CategoryA,180
2337,CategoryC,220
2338,CategoryB,190
2339,CategoryA,210
2340,CategoryC,160
2341,CategoryA,100
2342,CategoryB,200
2343,CategoryA,150
2344,CategoryC,300
2345,CategoryB,250
2346,CategoryA,180
2347,CategoryC,220
2348,CategoryB,190
2349,CategoryA,210
2350,CategoryC,160
2351,CategoryA,100
2352,CategoryB,200
2353,CategoryA,150
2354,CategoryC,300
2355,CategoryB,250
2356,CategoryA,180
2357,CategoryC,220
2358,CategoryB,190
2359,CategoryA,210
2360,CategoryC,160
2361,CategoryA,100
2362,CategoryB,200
2363,CategoryA,150
2364,CategoryC,300
2365,CategoryB,250
2366,CategoryA,180
2367,CategoryC,220
2368,CategoryB,190
2369,CategoryA,210
2370,CategoryC,160
2371,CategoryA,100
2372,CategoryB,200
2373,CategoryA,150
2374,CategoryC,300
2375,CategoryB,250
2376,CategoryA,180
2377,CategoryC,220
2378,CategoryB,190
2379,CategoryA,210
2380,CategoryC,160
2381,CategoryA,100
2382,CategoryB,200
2383,CategoryA,150
2384,CategoryC,300
2385,CategoryB,250
2386,CategoryA,180
2387,CategoryC,220
2388,CategoryB,190
2389,CategoryA,210
2390,CategoryC,160
2391,CategoryA,100
2392,CategoryB,200
2393,CategoryA,150
2394,CategoryC,300
2395,CategoryB,250
2396,CategoryA,180
2397,CategoryC,220
2398,CategoryB,190
2399,CategoryA,210
2400,CategoryC,160
2401,CategoryA,100
2402,CategoryB,200
2403,CategoryA,150
2404,CategoryC,300
2405,CategoryB,250
2406,CategoryA,180
2407,CategoryC,220
2408,CategoryB,190
2409,CategoryA,210
2410,CategoryC,160
2411,CategoryA,100
2412,CategoryB,200
2413,CategoryA,150
2414,CategoryC,300
2415,CategoryB,250
2416,CategoryA,180
2417,CategoryC,220
2418,CategoryB,190
2419,CategoryA,210
2420,CategoryC,160
2421,CategoryA,100
2422,CategoryB,200
2423,CategoryA,150
2424,CategoryC,300
2425,CategoryB,250
2426,CategoryA,180
